session_id,customer_id,sales_agent_id,industry,onboarding_scenario,onboarding_stage,onboarding_field,event_name,event_timestamp,event_status,event_duration_minutes,is_revisit,previous_onboarding_field,next_onboarding_field,validation_status,failure_reason,onboarding_progress,onboarding_risk_score,onboarding_risk_level,agent_action,agent_response_time_minutes,agent_guidance_given,agent_correction_count,agent_escalation,real_time_guidance,session_status
SESSION-BC51608B,CUST72776,AGENT479,banking,normal_completion,account_setup,terms_and_conditions_acceptance,entered,2026-08-30T16:14:06.359013,completed,4.92,False,politically_exposed_person_status,,passed,,100.0,0.05,Low,entered_information,2.91,False,0,none,,completed
SESSION-9171BC08,CUST97685,AGENT853,banking,incomplete_sessions,customer_information,full_name,entered,2026-08-30T14:43:39.959348,completed,1.64,False,,date_of_birth,passed,,7.14,0.15,Low,provided_guidance,2.75,True,1,none,Review the current information and proceed to date_of_birth.,in_progress
SESSION-9171BC08,CUST97685,AGENT853,banking,incomplete_sessions,customer_information,date_of_birth,entered,2026-08-30T14:45:18.359348,completed,6.73,False,full_name,email_address,passed,,14.29,0.15,Low,provided_guidance,0.91,True,0,none,Review the current information and proceed to email_address.,in_progress
SESSION-9171BC08,CUST97685,AGENT853,banking,incomplete_sessions,customer_information,email_address,entered,2026-08-30T14:52:02.159348,completed,2.18,False,date_of_birth,home_address,passed,,21.43,0.15,Low,provided_guidance,4.74,True,0,none,Review the current information and proceed to home_address.,in_progress
SESSION-9171BC08,CUST97685,AGENT853,banking,incomplete_sessions,customer_information,home_address,entered,2026-08-30T14:54:12.959348,completed,7.22,False,email_address,mobile_phone_number,passed,,28.57,0.15,Low,requested_missing_information,7.31,True,1,none,Review the current information and proceed to mobile_phone_number.,in_progress
SESSION-9171BC08,CUST97685,AGENT853,banking,incomplete_sessions,customer_information,mobile_phone_number,entered,2026-08-30T15:01:26.159348,completed,7.1,False,home_address,identification_document_type,passed,,35.71,0.15,Low,requested_missing_information,1.21,True,1,required,Review the current information and proceed to identification_document_type.,in_progress
SESSION-9171BC08,CUST97685,AGENT853,banking,incomplete_sessions,identity_verification,identification_document_type,entered,2026-08-30T15:08:32.159348,completed,2.52,False,mobile_phone_number,face_match_verification,passed,,42.86,0.15,Low,reviewed_information,2.55,True,1,none,Review the current information and proceed to face_match_verification.,in_progress
SESSION-9171BC08,CUST97685,AGENT853,banking,incomplete_sessions,identity_verification,face_match_verification,entered,2026-08-30T15:11:03.359348,completed,3.16,False,identification_document_type,identification_document_number,passed,,50.0,0.05,Low,requested_missing_information,5.4,True,1,required,Review the current information and proceed to identification_document_number.,in_progress
SESSION-9171BC08,CUST97685,AGENT853,banking,incomplete_sessions,identity_verification,identification_document_number,entered,2026-08-30T15:14:12.959348,completed,6.69,False,face_match_verification,selfie_liveness_check,passed,,57.14,0.05,Low,reviewed_information,7.09,True,0,none,Review the current information and proceed to selfie_liveness_check.,in_progress
SESSION-9171BC08,CUST97685,AGENT853,banking,incomplete_sessions,identity_verification,selfie_liveness_check,entered,2026-08-30T15:20:54.359348,completed,9.62,False,identification_document_number,income,passed,,64.29,0.05,Low,reviewed_information,5.57,True,1,none,Review the current information and proceed to income.,in_progress
SESSION-9171BC08,CUST97685,AGENT853,banking,incomplete_sessions,financial_profile,income,entered,2026-08-30T15:30:31.559348,completed,10.61,False,selfie_liveness_check,,passed,,71.43,0.05,Low,provided_guidance,3.07,True,1,none,Review the completed information and complete Customer Onboarding.,in_progress
SESSION-A9140C25,CUST87065,AGENT880,banking,long_completion_times,customer_information,full_name,entered,2026-08-30T14:43:39.959749,completed,38.41,False,,mobile_phone_number,passed,,7.14,0.3,Medium,entered_information,1.73,True,0,none,Review the current information and proceed to mobile_phone_number.,in_progress
SESSION-A9140C25,CUST87065,AGENT880,banking,long_completion_times,customer_information,mobile_phone_number,entered,2026-08-30T15:22:04.559749,completed,45.15,False,full_name,home_address,passed,,14.29,0.3,Medium,provided_guidance,3.03,True,1,none,Review the current information and proceed to home_address.,in_progress
SESSION-A9140C25,CUST87065,AGENT880,banking,long_completion_times,customer_information,home_address,entered,2026-08-30T16:07:13.559749,completed,56.77,False,mobile_phone_number,date_of_birth,passed,,21.43,0.3,Medium,provided_guidance,3.4,True,1,none,Review the current information and proceed to date_of_birth.,in_progress
SESSION-A9140C25,CUST87065,AGENT880,banking,long_completion_times,customer_information,date_of_birth,entered,2026-08-30T17:03:59.759749,completed,45.81,False,home_address,email_address,passed,,28.57,0.3,Medium,entered_information,2.68,True,1,none,Review the current information and proceed to email_address.,in_progress
SESSION-A9140C25,CUST87065,AGENT880,banking,long_completion_times,customer_information,email_address,entered,2026-08-30T17:49:48.359749,completed,20.94,False,date_of_birth,identification_document_type,passed,,35.71,0.3,Medium,reviewed_information,4.56,True,0,none,Review the current information and proceed to identification_document_type.,in_progress
SESSION-A9140C25,CUST87065,AGENT880,banking,long_completion_times,identity_verification,identification_document_type,entered,2026-08-30T18:10:44.759749,completed,51.08,False,email_address,selfie_liveness_check,passed,,42.86,0.3,Medium,completed_step,1.32,True,0,none,Review the current information and proceed to selfie_liveness_check.,in_progress
SESSION-A9140C25,CUST87065,AGENT880,banking,long_completion_times,identity_verification,selfie_liveness_check,entered,2026-08-30T19:01:49.559749,completed,43.36,False,identification_document_type,face_match_verification,passed,,50.0,0.2,Low,reviewed_information,4.57,True,0,none,Review the current information and proceed to face_match_verification.,in_progress
SESSION-A9140C25,CUST87065,AGENT880,banking,long_completion_times,identity_verification,face_match_verification,entered,2026-08-30T19:45:11.159749,completed,24.19,False,selfie_liveness_check,identification_document_number,passed,,57.14,0.2,Low,reviewed_information,1.51,True,0,none,Review the current information and proceed to identification_document_number.,in_progress
SESSION-A9140C25,CUST87065,AGENT880,banking,long_completion_times,identity_verification,identification_document_number,entered,2026-08-30T20:09:22.559749,completed,33.94,False,face_match_verification,income,passed,,64.29,0.2,Low,reviewed_information,5.49,True,0,none,Review the current information and proceed to income.,in_progress
SESSION-A9140C25,CUST87065,AGENT880,banking,long_completion_times,financial_profile,income,entered,2026-08-30T20:43:18.959749,completed,42.14,False,identification_document_number,profession,passed,,71.43,0.2,Low,provided_guidance,1.41,True,0,none,Review the current information and proceed to profession.,in_progress
SESSION-A9140C25,CUST87065,AGENT880,banking,long_completion_times,financial_profile,profession,entered,2026-08-30T21:25:27.359749,completed,57.42,False,income,politically_exposed_person_status,passed,,78.57,0.2,Low,reviewed_information,6.33,True,0,none,Review the current information and proceed to politically_exposed_person_status.,in_progress
SESSION-A9140C25,CUST87065,AGENT880,banking,long_completion_times,regulatory_declarations,politically_exposed_person_status,entered,2026-08-30T22:22:52.559749,completed,37.13,False,profession,us_person_status,passed,,85.71,0.2,Low,entered_information,1.17,True,0,none,Review the current information and proceed to us_person_status.,in_progress
SESSION-A9140C25,CUST87065,AGENT880,banking,long_completion_times,regulatory_declarations,us_person_status,entered,2026-08-30T23:00:00.359749,completed,52.11,False,politically_exposed_person_status,terms_and_conditions_acceptance,passed,,92.86,0.2,Low,provided_guidance,3.57,True,1,none,Review the current information and proceed to terms_and_conditions_acceptance.,in_progress
SESSION-A9140C25,CUST87065,AGENT880,banking,long_completion_times,account_setup,terms_and_conditions_acceptance,entered,2026-08-30T23:52:06.959749,completed,38.28,False,us_person_status,,passed,,100.0,0.2,Low,completed_step,0.24,True,1,none,Review the completed information and complete Customer Onboarding.,completed
SESSION-B1E954E4,CUST26140,AGENT458,banking,normal_completion,customer_information,date_of_birth,entered,2026-08-30T14:43:39.960100,completed,10.58,False,,mobile_phone_number,passed,,6.67,0.15,Low,completed_step,2.95,False,0,none,,in_progress
SESSION-B1E954E4,CUST26140,AGENT458,banking,normal_completion,customer_information,mobile_phone_number,entered,2026-08-30T14:54:14.760100,completed,7.16,False,date_of_birth,home_address,passed,,13.33,0.15,Low,completed_step,0.59,False,0,none,,in_progress
SESSION-B1E954E4,CUST26140,AGENT458,banking,normal_completion,customer_information,home_address,entered,2026-08-30T15:01:24.360100,completed,2.93,False,mobile_phone_number,full_name,passed,,20.0,0.15,Low,provided_guidance,3.73,True,0,none,Review the current information and proceed to full_name.,in_progress
SESSION-B1E954E4,CUST26140,AGENT458,banking,normal_completion,customer_information,full_name,entered,2026-08-30T15:04:20.160100,completed,1.34,False,home_address,email_address,passed,,26.67,0.15,Low,provided_guidance,1.9,True,0,none,Review the current information and proceed to email_address.,in_progress
SESSION-B1E954E4,CUST26140,AGENT458,banking,normal_completion,customer_information,email_address,entered,2026-08-30T15:05:40.560100,completed,7.72,False,full_name,identification_document_type,passed,,33.33,0.15,Low,completed_step,1.79,False,0,none,,in_progress
SESSION-B1E954E4,CUST26140,AGENT458,banking,normal_completion,identity_verification,identification_document_type,entered,2026-08-30T15:13:23.760100,completed,10.84,False,email_address,selfie_liveness_check,passed,,40.0,0.15,Low,completed_step,1.49,False,0,none,,in_progress
SESSION-B1E954E4,CUST26140,AGENT458,banking,normal_completion,identity_verification,selfie_liveness_check,entered,2026-08-30T15:24:14.160100,completed,8.8,False,identification_document_type,face_match_verification,passed,,46.67,0.15,Low,entered_information,1.04,False,0,none,,in_progress
SESSION-B1E954E4,CUST26140,AGENT458,banking,normal_completion,identity_verification,face_match_verification,entered,2026-08-30T15:33:02.160100,completed,3.86,False,selfie_liveness_check,identification_document_number,passed,,53.33,0.05,Low,entered_information,2.61,False,0,none,,in_progress
SESSION-B1E954E4,CUST26140,AGENT458,banking,normal_completion,identity_verification,identification_document_number,entered,2026-08-30T15:36:53.760100,completed,2.91,False,face_match_verification,income,passed,,60.0,0.05,Low,entered_information,2.51,False,0,none,,in_progress
SESSION-B1E954E4,CUST26140,AGENT458,banking,normal_completion,financial_profile,income,entered,2026-08-30T15:39:48.360100,completed,9.51,False,identification_document_number,assets,passed,,66.67,0.05,Low,provided_guidance,4.42,True,0,none,Review the current information and proceed to assets.,in_progress
SESSION-B1E954E4,CUST26140,AGENT458,banking,normal_completion,financial_profile,assets,entered,2026-08-30T15:49:18.960100,completed,5.13,False,income,profession,passed,,73.33,0.05,Low,provided_guidance,4.65,True,0,none,Review the current information and proceed to profession.,in_progress
SESSION-B1E954E4,CUST26140,AGENT458,banking,normal_completion,financial_profile,profession,entered,2026-08-30T15:54:26.760100,completed,10.4,False,assets,politically_exposed_person_status,passed,,80.0,0.05,Low,entered_information,1.94,False,0,none,,in_progress
SESSION-B1E954E4,CUST26140,AGENT458,banking,normal_completion,regulatory_declarations,politically_exposed_person_status,entered,2026-08-30T16:04:50.760100,completed,11.38,False,profession,us_person_status,passed,,86.67,0.05,Low,entered_information,2.38,False,0,none,,in_progress
SESSION-B1E954E4,CUST26140,AGENT458,banking,normal_completion,regulatory_declarations,us_person_status,entered,2026-08-30T16:16:13.560100,completed,10.38,False,politically_exposed_person_status,terms_and_conditions_acceptance,passed,,93.33,0.05,Low,entered_information,2.59,False,0,none,,in_progress
SESSION-B1E954E4,CUST26140,AGENT458,banking,normal_completion,account_setup,terms_and_conditions_acceptance,entered,2026-08-30T16:26:36.360100,completed,5.17,False,us_person_status,,passed,,100.0,0.05,Low,completed_step,2.14,False,0,none,,completed
SESSION-C280AE48,CUST69729,AGENT239,banking,revisited_fields,customer_information,home_address,entered,2026-08-30T14:43:39.960458,completed,8.69,False,,mobile_phone_number,passed,,6.67,0.15,Low,provided_guidance,0.71,True,0,none,Review the current information and proceed to mobile_phone_number.,in_progress
SESSION-C280AE48,CUST69729,AGENT239,banking,revisited_fields,customer_information,mobile_phone_number,entered,2026-08-30T14:52:21.360458,completed,5.68,False,home_address,home_address,passed,,13.33,0.15,Low,completed_step,1.52,False,0,none,,in_progress
SESSION-C280AE48,CUST69729,AGENT239,banking,revisited_fields,customer_information,home_address,revisited,2026-08-30T14:58:02.160458,completed,9.33,True,mobile_phone_number,full_name,passed,,13.33,0.25,Low,revisited_information,1.38,True,1,none,Review the current information and proceed to full_name.,in_progress
SESSION-C280AE48,CUST69729,AGENT239,banking,revisited_fields,customer_information,full_name,entered,2026-08-30T15:07:21.960458,completed,4.34,False,home_address,email_address,passed,,20.0,0.25,Low,completed_step,0.37,False,0,none,,in_progress
SESSION-C280AE48,CUST69729,AGENT239,banking,revisited_fields,customer_information,email_address,entered,2026-08-30T15:11:42.360458,completed,13.23,False,full_name,date_of_birth,passed,,26.67,0.25,Low,entered_information,1.77,False,0,none,,in_progress
SESSION-C280AE48,CUST69729,AGENT239,banking,revisited_fields,customer_information,date_of_birth,entered,2026-08-30T15:24:56.160458,completed,4.77,False,email_address,identification_document_number,passed,,33.33,0.25,Low,completed_step,0.37,False,0,none,,in_progress
SESSION-C280AE48,CUST69729,AGENT239,banking,revisited_fields,identity_verification,identification_document_number,entered,2026-08-30T15:29:42.360458,completed,16.82,False,date_of_birth,identification_document_type,passed,,40.0,0.4,Medium,provided_guidance,2.02,True,0,none,Review the current information and proceed to identification_document_type.,in_progress
SESSION-C280AE48,CUST69729,AGENT239,banking,revisited_fields,identity_verification,identification_document_type,entered,2026-08-30T15:46:31.560458,completed,8.83,False,identification_document_number,face_match_verification,passed,,46.67,0.25,Low,provided_guidance,0.51,True,0,none,Review the current information and proceed to face_match_verification.,in_progress
SESSION-C280AE48,CUST69729,AGENT239,banking,revisited_fields,identity_verification,face_match_verification,entered,2026-08-30T15:55:21.360458,completed,12.46,False,identification_document_type,selfie_liveness_check,passed,,53.33,0.15,Low,completed_step,2.23,False,0,none,,in_progress
SESSION-C280AE48,CUST69729,AGENT239,banking,revisited_fields,identity_verification,selfie_liveness_check,entered,2026-08-30T16:07:48.960458,completed,16.44,False,face_match_verification,assets,passed,,60.0,0.3,Medium,provided_guidance,4.13,True,0,none,Review the current information and proceed to assets.,in_progress
SESSION-C280AE48,CUST69729,AGENT239,banking,revisited_fields,financial_profile,assets,entered,2026-08-30T16:24:15.360458,completed,11.47,False,selfie_liveness_check,profession,passed,,66.67,0.15,Low,completed_step,2.13,False,0,none,,in_progress
SESSION-C280AE48,CUST69729,AGENT239,banking,revisited_fields,financial_profile,profession,entered,2026-08-30T16:35:43.560458,completed,15.36,False,assets,full_name,passed,,73.33,0.3,Medium,completed_step,0.7,False,0,none,,in_progress
SESSION-C280AE48,CUST69729,AGENT239,banking,revisited_fields,customer_information,full_name,revisited,2026-08-30T16:51:05.160458,completed,11.48,True,profession,income,passed,,73.33,0.25,Low,revisited_information,2.44,True,0,none,Review the current information and proceed to income.,in_progress
SESSION-C280AE48,CUST69729,AGENT239,banking,revisited_fields,financial_profile,income,entered,2026-08-30T17:02:33.960458,completed,6.38,False,full_name,profession,passed,,80.0,0.25,Low,entered_information,1.63,False,0,none,,in_progress
SESSION-C280AE48,CUST69729,AGENT239,banking,revisited_fields,financial_profile,profession,revisited,2026-08-30T17:08:56.760458,completed,6.75,True,income,politically_exposed_person_status,passed,,80.0,0.35,Medium,revisited_information,7.48,True,1,none,Review the current information and proceed to politically_exposed_person_status.,in_progress
SESSION-C280AE48,CUST69729,AGENT239,banking,revisited_fields,regulatory_declarations,politically_exposed_person_status,entered,2026-08-30T17:15:41.760458,completed,17.02,False,profession,identification_document_type,passed,,86.67,0.5,Medium,completed_step,1.05,False,0,none,,in_progress
SESSION-C280AE48,CUST69729,AGENT239,banking,revisited_fields,identity_verification,identification_document_type,revisited,2026-08-30T17:32:42.960458,completed,12.05,True,politically_exposed_person_status,us_person_status,passed,,86.67,0.45,Medium,reviewed_information,6.15,True,1,none,Review the current information and proceed to us_person_status.,in_progress
SESSION-C280AE48,CUST69729,AGENT239,banking,revisited_fields,regulatory_declarations,us_person_status,entered,2026-08-30T17:44:45.960458,completed,16.1,False,identification_document_type,terms_and_conditions_acceptance,passed,,93.33,0.6,Medium,completed_step,1.32,False,0,none,,in_progress
SESSION-C280AE48,CUST69729,AGENT239,banking,revisited_fields,account_setup,terms_and_conditions_acceptance,entered,2026-08-30T18:00:51.960458,completed,6.9,False,us_person_status,,passed,,100.0,0.45,Medium,entered_information,1.63,False,0,none,,completed
SESSION-F1091524,CUST15644,AGENT414,banking,normal_completion,customer_information,mobile_phone_number,entered,2026-08-30T14:43:39.960867,completed,10.73,False,,date_of_birth,passed,,6.67,0.15,Low,completed_step,2.27,False,0,none,,in_progress
SESSION-F1091524,CUST15644,AGENT414,banking,normal_completion,customer_information,date_of_birth,entered,2026-08-30T14:54:23.760867,completed,3.72,False,mobile_phone_number,home_address,passed,,13.33,0.15,Low,entered_information,1.82,False,0,none,,in_progress
SESSION-F1091524,CUST15644,AGENT414,banking,normal_completion,customer_information,home_address,entered,2026-08-30T14:58:06.960867,completed,11.98,False,date_of_birth,email_address,passed,,20.0,0.15,Low,completed_step,0.98,False,0,none,,in_progress
SESSION-F1091524,CUST15644,AGENT414,banking,normal_completion,customer_information,email_address,entered,2026-08-30T15:10:05.760867,completed,8.9,False,home_address,full_name,passed,,26.67,0.15,Low,entered_information,0.32,False,0,none,,in_progress
SESSION-F1091524,CUST15644,AGENT414,banking,normal_completion,customer_information,full_name,entered,2026-08-30T15:18:59.760867,completed,4.98,False,email_address,selfie_liveness_check,passed,,33.33,0.15,Low,completed_step,0.74,False,0,none,,in_progress
SESSION-F1091524,CUST15644,AGENT414,banking,normal_completion,identity_verification,selfie_liveness_check,entered,2026-08-30T15:23:58.560867,completed,9.86,False,full_name,identification_document_type,passed,,40.0,0.15,Low,completed_step,2.13,False,0,none,,in_progress
SESSION-F1091524,CUST15644,AGENT414,banking,normal_completion,identity_verification,identification_document_type,entered,2026-08-30T15:33:50.160867,completed,6.49,False,selfie_liveness_check,face_match_verification,passed,,46.67,0.15,Low,completed_step,1.66,False,0,none,,in_progress
SESSION-F1091524,CUST15644,AGENT414,banking,normal_completion,identity_verification,face_match_verification,entered,2026-08-30T15:40:19.560867,completed,3.01,False,identification_document_type,identification_document_number,passed,,53.33,0.05,Low,provided_guidance,2.28,True,0,none,Review the current information and proceed to identification_document_number.,in_progress
SESSION-F1091524,CUST15644,AGENT414,banking,normal_completion,identity_verification,identification_document_number,entered,2026-08-30T15:43:20.160867,completed,6.4,False,face_match_verification,assets,passed,,60.0,0.05,Low,reviewed_information,3.41,False,0,none,,in_progress
SESSION-F1091524,CUST15644,AGENT414,banking,normal_completion,financial_profile,assets,entered,2026-08-30T15:49:44.160867,completed,1.42,False,identification_document_number,income,passed,,66.67,0.05,Low,entered_information,0.34,False,0,none,,in_progress
SESSION-F1091524,CUST15644,AGENT414,banking,normal_completion,financial_profile,income,entered,2026-08-30T15:51:09.360867,completed,11.74,False,assets,profession,passed,,73.33,0.05,Low,completed_step,1.64,False,0,none,,in_progress
SESSION-F1091524,CUST15644,AGENT414,banking,normal_completion,financial_profile,profession,entered,2026-08-30T16:02:53.760867,completed,2.34,False,income,politically_exposed_person_status,passed,,80.0,0.05,Low,entered_information,1.54,False,0,none,,in_progress
SESSION-F1091524,CUST15644,AGENT414,banking,normal_completion,regulatory_declarations,politically_exposed_person_status,entered,2026-08-30T16:05:14.160867,completed,5.76,False,profession,us_person_status,passed,,86.67,0.05,Low,completed_step,0.79,False,0,none,,in_progress
SESSION-F1091524,CUST15644,AGENT414,banking,normal_completion,regulatory_declarations,us_person_status,entered,2026-08-30T16:10:59.760867,completed,2.26,False,politically_exposed_person_status,terms_and_conditions_acceptance,passed,,93.33,0.05,Low,entered_information,0.37,False,0,none,,in_progress
SESSION-F1091524,CUST15644,AGENT414,banking,normal_completion,account_setup,terms_and_conditions_acceptance,entered,2026-08-30T16:13:15.360867,completed,5.71,False,us_person_status,,passed,,100.0,0.05,Low,entered_information,1.72,False,0,none,,completed
SESSION-28E13A37,CUST34762,AGENT965,banking,long_completion_times,customer_information,date_of_birth,entered,2026-08-30T14:43:39.961280,completed,24.73,False,,mobile_phone_number,passed,,7.14,0.3,Medium,reviewed_information,7.68,True,0,none,Review the current information and proceed to mobile_phone_number.,in_progress
SESSION-28E13A37,CUST34762,AGENT965,banking,long_completion_times,customer_information,mobile_phone_number,entered,2026-08-30T15:08:23.761280,completed,37.88,False,date_of_birth,full_name,passed,,14.29,0.3,Medium,provided_guidance,2.49,True,1,none,Review the current information and proceed to full_name.,in_progress
SESSION-28E13A37,CUST34762,AGENT965,banking,long_completion_times,customer_information,full_name,entered,2026-08-30T15:46:16.561280,completed,46.58,False,mobile_phone_number,home_address,passed,,21.43,0.3,Medium,provided_guidance,3.2,True,1,none,Review the current information and proceed to home_address.,in_progress
SESSION-28E13A37,CUST34762,AGENT965,banking,long_completion_times,customer_information,home_address,entered,2026-08-30T16:32:51.361280,completed,58.25,False,full_name,email_address,passed,,28.57,0.3,Medium,entered_information,0.41,True,1,none,Review the current information and proceed to email_address.,in_progress
SESSION-28E13A37,CUST34762,AGENT965,banking,long_completion_times,customer_information,email_address,entered,2026-08-30T17:31:06.361280,completed,23.44,False,home_address,face_match_verification,passed,,35.71,0.3,Medium,reviewed_information,7.22,True,1,none,Review the current information and proceed to face_match_verification.,in_progress
SESSION-28E13A37,CUST34762,AGENT965,banking,long_completion_times,identity_verification,face_match_verification,entered,2026-08-30T17:54:32.761280,completed,56.02,False,email_address,identification_document_number,passed,,42.86,0.3,Medium,reviewed_information,3.79,True,1,none,Review the current information and proceed to identification_document_number.,in_progress
SESSION-28E13A37,CUST34762,AGENT965,banking,long_completion_times,identity_verification,identification_document_number,entered,2026-08-30T18:50:33.961280,completed,48.8,False,face_match_verification,selfie_liveness_check,passed,,50.0,0.2,Low,reviewed_information,6.93,True,1,none,Review the current information and proceed to selfie_liveness_check.,in_progress
SESSION-28E13A37,CUST34762,AGENT965,banking,long_completion_times,identity_verification,selfie_liveness_check,entered,2026-08-30T19:39:21.961280,completed,51.86,False,identification_document_number,identification_document_type,passed,,57.14,0.2,Low,reviewed_information,6.35,True,0,none,Review the current information and proceed to identification_document_type.,in_progress
SESSION-28E13A37,CUST34762,AGENT965,banking,long_completion_times,identity_verification,identification_document_type,entered,2026-08-30T20:31:13.561280,completed,20.34,False,selfie_liveness_check,income,passed,,64.29,0.2,Low,reviewed_information,1.15,True,1,none,Review the current information and proceed to income.,in_progress
SESSION-28E13A37,CUST34762,AGENT965,banking,long_completion_times,financial_profile,income,entered,2026-08-30T20:51:33.961280,completed,44.92,False,identification_document_type,profession,passed,,71.43,0.2,Low,entered_information,1.02,True,0,none,Review the current information and proceed to profession.,in_progress
SESSION-28E13A37,CUST34762,AGENT965,banking,long_completion_times,financial_profile,profession,entered,2026-08-30T21:36:29.161280,completed,22.2,False,income,politically_exposed_person_status,passed,,78.57,0.2,Low,provided_guidance,0.53,True,0,none,Review the current information and proceed to politically_exposed_person_status.,in_progress
SESSION-28E13A37,CUST34762,AGENT965,banking,long_completion_times,regulatory_declarations,politically_exposed_person_status,entered,2026-08-30T21:58:41.161280,completed,44.82,False,profession,us_person_status,passed,,85.71,0.2,Low,reviewed_information,3.86,True,0,none,Review the current information and proceed to us_person_status.,in_progress
SESSION-28E13A37,CUST34762,AGENT965,banking,long_completion_times,regulatory_declarations,us_person_status,entered,2026-08-30T22:43:30.361280,completed,29.48,False,politically_exposed_person_status,terms_and_conditions_acceptance,passed,,92.86,0.2,Low,completed_step,2.87,True,1,none,Review the current information and proceed to terms_and_conditions_acceptance.,in_progress
SESSION-28E13A37,CUST34762,AGENT965,banking,long_completion_times,account_setup,terms_and_conditions_acceptance,entered,2026-08-30T23:12:59.161280,completed,15.52,False,us_person_status,,passed,,100.0,0.2,Low,provided_guidance,1.1,True,0,none,Review the completed information and complete Customer Onboarding.,completed
SESSION-5DDD1B3D,CUST47899,AGENT581,banking,normal_completion,customer_information,date_of_birth,entered,2026-08-30T14:43:39.961609,completed,3.22,False,,email_address,passed,,7.14,0.15,Low,entered_information,1.73,False,0,none,,in_progress
SESSION-5DDD1B3D,CUST47899,AGENT581,banking,normal_completion,customer_information,email_address,entered,2026-08-30T14:46:53.161609,completed,6.68,False,date_of_birth,home_address,passed,,14.29,0.15,Low,completed_step,1.97,False,0,none,,in_progress
SESSION-5DDD1B3D,CUST47899,AGENT581,banking,normal_completion,customer_information,home_address,entered,2026-08-30T14:53:33.961609,completed,4.09,False,email_address,full_name,passed,,21.43,0.15,Low,entered_information,2.03,False,0,none,,in_progress
SESSION-5DDD1B3D,CUST47899,AGENT581,banking,normal_completion,customer_information,full_name,entered,2026-08-30T14:57:39.361609,completed,11.66,False,home_address,mobile_phone_number,passed,,28.57,0.15,Low,entered_information,1.99,False,0,none,,in_progress
SESSION-5DDD1B3D,CUST47899,AGENT581,banking,normal_completion,customer_information,mobile_phone_number,entered,2026-08-30T15:09:18.961609,completed,6.82,False,full_name,identification_document_type,passed,,35.71,0.15,Low,completed_step,1.14,False,0,none,,in_progress
SESSION-5DDD1B3D,CUST47899,AGENT581,banking,normal_completion,identity_verification,identification_document_type,entered,2026-08-30T15:16:08.161609,completed,8.73,False,mobile_phone_number,selfie_liveness_check,passed,,42.86,0.15,Low,entered_information,2.96,False,0,none,,in_progress
SESSION-5DDD1B3D,CUST47899,AGENT581,banking,normal_completion,identity_verification,selfie_liveness_check,entered,2026-08-30T15:24:51.961609,completed,1.26,False,identification_document_type,identification_document_number,passed,,50.0,0.05,Low,entered_information,2.12,False,0,none,,in_progress
SESSION-5DDD1B3D,CUST47899,AGENT581,banking,normal_completion,identity_verification,identification_document_number,entered,2026-08-30T15:26:07.561609,completed,1.2,False,selfie_liveness_check,face_match_verification,passed,,57.14,0.05,Low,entered_information,2.8,False,0,none,,in_progress
SESSION-5DDD1B3D,CUST47899,AGENT581,banking,normal_completion,identity_verification,face_match_verification,entered,2026-08-30T15:27:19.561609,completed,2.05,False,identification_document_number,income,passed,,64.29,0.05,Low,reviewed_information,3.01,False,0,none,,in_progress
SESSION-5DDD1B3D,CUST47899,AGENT581,banking,normal_completion,financial_profile,income,entered,2026-08-30T15:29:22.561609,completed,4.88,False,face_match_verification,profession,passed,,71.43,0.05,Low,completed_step,1.87,False,0,none,,in_progress
SESSION-5DDD1B3D,CUST47899,AGENT581,banking,normal_completion,financial_profile,profession,entered,2026-08-30T15:34:15.361609,completed,1.15,False,income,us_person_status,passed,,78.57,0.05,Low,completed_step,0.45,False,0,none,,in_progress
SESSION-5DDD1B3D,CUST47899,AGENT581,banking,normal_completion,regulatory_declarations,us_person_status,entered,2026-08-30T15:35:24.361609,completed,6.88,False,profession,politically_exposed_person_status,passed,,85.71,0.05,Low,completed_step,2.45,False,0,none,,in_progress
SESSION-5DDD1B3D,CUST47899,AGENT581,banking,normal_completion,regulatory_declarations,politically_exposed_person_status,entered,2026-08-30T15:42:17.161609,completed,8.75,False,us_person_status,terms_and_conditions_acceptance,passed,,92.86,0.05,Low,entered_information,0.76,False,0,none,,in_progress
SESSION-5DDD1B3D,CUST47899,AGENT581,banking,normal_completion,account_setup,terms_and_conditions_acceptance,entered,2026-08-30T15:51:02.161609,completed,8.63,False,politically_exposed_person_status,,passed,,100.0,0.05,Low,completed_step,2.31,False,0,none,,completed
SESSION-43CED7EA,CUST69535,AGENT242,banking,long_completion_times,customer_information,date_of_birth,entered,2026-08-30T14:43:39.961906,completed,34.39,False,,mobile_phone_number,passed,,5.0,0.3,Medium,entered_information,2.87,True,0,none,Review the current information and proceed to mobile_phone_number.,in_progress
SESSION-43CED7EA,CUST69535,AGENT242,banking,long_completion_times,customer_information,mobile_phone_number,entered,2026-08-30T15:18:03.361906,completed,32.0,False,date_of_birth,home_address,passed,,10.0,0.3,Medium,reviewed_information,6.32,True,0,none,Review the current information and proceed to home_address.,in_progress
SESSION-43CED7EA,CUST69535,AGENT242,banking,long_completion_times,customer_information,home_address,entered,2026-08-30T15:50:03.361906,completed,54.03,False,mobile_phone_number,full_name,passed,,15.0,0.3,Medium,provided_guidance,5.0,True,0,none,Review the current information and proceed to full_name.,in_progress
