session_id,customer_id,sales_agent_id,industry,onboarding_scenario,onboarding_field,event_timestamp,event_status,event_duration_minutes,is_revisit,previous_onboarding_field,next_onboarding_field,validation_status,failure_reason,onboarding_progress,onboarding_risk_score,onboarding_risk_level,agent_action,agent_response_time_minutes,agent_guidance_given,agent_correction_count,agent_escalation,real_time_guidance,session_status
SESSION-4DCCA2F1,CUST49321,AGENT821,banking,normal_completion,Account Information,2026-08-29 13:16:37.092969,completed,1.99,False,Document Verification,Onboarding Confirmation,passed,,80.0,0.05,Low,provided_guidance,1.0,True,0,none,Review the current information and proceed to Onboarding Confirmation.,in_progress
SESSION-4DCCA2F1,CUST49321,AGENT821,banking,normal_completion,Onboarding Confirmation,2026-08-29 13:18:36.492969,completed,2.22,False,Account Information,,passed,,100.0,0.05,Low,entered_information,0.6,False,0,none,,completed
SESSION-4DDC9ABD,CUST29471,AGENT666,banking,revisited_fields,Customer Information,2026-08-29 13:08:55.149393,completed,8.59,False,,Identity Verification,passed,,20.0,0.15,Low,entered_information,0.21,False,0,none,,in_progress
SESSION-4DDC9ABD,CUST29471,AGENT666,banking,revisited_fields,Identity Verification,2026-08-29 13:17:30.549393,completed,15.03,False,Customer Information,Customer Information,passed,,40.0,0.3,Medium,entered_information,1.28,False,0,none,,in_progress
SESSION-4DDC9ABD,CUST29471,AGENT666,banking,revisited_fields,Customer Information,2026-08-29 13:32:32.349393,completed,5.85,True,Identity Verification,Document Verification,passed,,40.0,0.25,Low,revisited_information,5.91,True,0,none,Review the current information and proceed to Document Verification.,in_progress
SESSION-4DDC9ABD,CUST29471,AGENT666,banking,revisited_fields,Document Verification,2026-08-29 13:38:23.349393,completed,8.02,False,Customer Information,Account Information,passed,,60.0,0.15,Low,entered_information,2.8,False,0,none,,in_progress
SESSION-4DDC9ABD,CUST29471,AGENT666,banking,revisited_fields,Account Information,2026-08-29 13:46:24.549393,completed,5.36,False,Document Verification,Onboarding Confirmation,passed,,80.0,0.15,Low,provided_guidance,2.89,True,0,none,Review the current information and proceed to Onboarding Confirmation.,in_progress
SESSION-4DDC9ABD,CUST29471,AGENT666,banking,revisited_fields,Onboarding Confirmation,2026-08-29 13:51:46.149393,completed,4.88,False,Account Information,,passed,,100.0,0.15,Low,provided_guidance,1.23,True,0,none,Review the completed information and complete Customer Onboarding.,completed
SESSION-4E00D02C,CUST30441,AGENT645,banking,revisited_fields,Customer Information,2026-08-29 13:08:55.051920,completed,14.2,False,,Identity Verification,passed,,20.0,0.15,Low,completed_step,0.24,False,0,none,,in_progress
SESSION-4E00D02C,CUST30441,AGENT645,banking,revisited_fields,Identity Verification,2026-08-29 13:23:07.051920,completed,5.83,False,Customer Information,Customer Information,passed,,40.0,0.15,Low,completed_step,2.9,False,0,none,,in_progress
SESSION-4E00D02C,CUST30441,AGENT645,banking,revisited_fields,Customer Information,2026-08-29 13:28:56.851920,completed,5.3,True,Identity Verification,Document Verification,passed,,40.0,0.25,Low,revisited_information,1.82,True,0,none,Review the current information and proceed to Document Verification.,in_progress
SESSION-4E00D02C,CUST30441,AGENT645,banking,revisited_fields,Document Verification,2026-08-29 13:34:14.851920,completed,5.18,False,Customer Information,Account Information,passed,,60.0,0.15,Low,completed_step,2.45,False,0,none,,in_progress
SESSION-4E00D02C,CUST30441,AGENT645,banking,revisited_fields,Account Information,2026-08-29 13:39:25.651920,completed,10.09,False,Document Verification,Onboarding Confirmation,passed,,80.0,0.15,Low,entered_information,2.39,False,0,none,,in_progress
SESSION-4E00D02C,CUST30441,AGENT645,banking,revisited_fields,Onboarding Confirmation,2026-08-29 13:49:31.051920,completed,8.93,False,Account Information,Account Information,passed,,100.0,0.15,Low,provided_guidance,4.46,True,0,none,Review the current information and proceed to Account Information.,in_progress
SESSION-4E12DEEB,CUST73841,AGENT638,banking,validation_errors,Customer Information,2026-08-29 13:08:55.126346,completed,13.88,False,,Identity Verification,passed,,20.0,0.15,Low,entered_information,1.93,False,0,none,,in_progress
SESSION-4E12DEEB,CUST73841,AGENT638,banking,validation_errors,Identity Verification,2026-08-29 13:22:47.926346,failed,12.44,False,Customer Information,Document Verification,failed,Required information missing,40.0,0.4,Medium,requested_missing_information,1.57,True,2,required,Review the current information and proceed to Document Verification.,in_progress
SESSION-4E12DEEB,CUST73841,AGENT638,banking,validation_errors,Document Verification,2026-08-29 13:35:14.326346,completed,5.72,False,Identity Verification,Account Information,passed,,60.0,0.05,Low,entered_information,0.41,False,0,none,,in_progress
SESSION-4E12DEEB,CUST73841,AGENT638,banking,validation_errors,Account Information,2026-08-29 13:40:57.526346,failed,13.34,False,Document Verification,Onboarding Confirmation,failed,Invalid information entered,80.0,0.3,Medium,reviewed_information,1.77,True,2,none,Review the current information and proceed to Onboarding Confirmation.,in_progress
SESSION-4E12DEEB,CUST73841,AGENT638,banking,validation_errors,Onboarding Confirmation,2026-08-29 13:54:17.926346,failed,12.8,False,Account Information,,failed,Invalid information entered,100.0,0.3,Medium,corrected_information,7.49,True,2,none,Review the completed information and complete Customer Onboarding.,in_progress
SESSION-4E480D73,CUST66109,AGENT689,telecom,revisited_fields,Customer Information,2026-08-29 13:08:55.280462,completed,11.61,False,,Service Selection,passed,,20.0,0.15,Low,completed_step,1.87,False,0,none,,in_progress
SESSION-4E480D73,CUST66109,AGENT689,telecom,revisited_fields,Service Selection,2026-08-29 13:20:31.880462,completed,11.15,False,Customer Information,Document Verification,passed,,40.0,0.15,Low,completed_step,2.76,False,0,none,,in_progress
SESSION-4E480D73,CUST66109,AGENT689,telecom,revisited_fields,Document Verification,2026-08-29 13:31:40.880462,completed,12.71,False,Service Selection,Installation,passed,,60.0,0.05,Low,entered_information,2.53,False,0,none,,in_progress
SESSION-4E480D73,CUST66109,AGENT689,telecom,revisited_fields,Installation,2026-08-29 13:44:23.480462,completed,9.61,False,Document Verification,Activation,passed,,80.0,0.05,Low,entered_information,2.86,False,0,none,,in_progress
SESSION-4E480D73,CUST66109,AGENT689,telecom,revisited_fields,Activation,2026-08-29 13:54:00.080462,completed,5.14,False,Installation,,passed,,100.0,0.05,Low,entered_information,2.2,False,0,none,,completed
SESSION-4E72D95F,CUST62582,AGENT139,telecom,long_completion_times,Service Selection,2026-08-29 13:36:58.337973,completed,53.36,False,Customer Information,Document Verification,passed,,40.0,0.3,Medium,reviewed_information,4.11,True,0,none,Review the current information and proceed to Document Verification.,in_progress
SESSION-4E72D95F,CUST62582,AGENT139,telecom,long_completion_times,Document Verification,2026-08-29 14:30:19.937973,completed,46.51,False,Service Selection,Installation,passed,,60.0,0.2,Low,reviewed_information,8.0,True,0,none,Review the current information and proceed to Installation.,in_progress
SESSION-4E72D95F,CUST62582,AGENT139,telecom,long_completion_times,Installation,2026-08-29 15:16:50.537973,completed,37.05,False,Document Verification,Activation,passed,,80.0,0.2,Low,provided_guidance,0.56,True,0,none,Review the current information and proceed to Activation.,in_progress
SESSION-4E72D95F,CUST62582,AGENT139,telecom,long_completion_times,Activation,2026-08-29 15:53:53.537973,completed,52.07,False,Installation,,passed,,100.0,0.2,Low,reviewed_information,7.45,True,0,none,Review the completed information and complete Customer Onboarding.,completed
SESSION-4EEAAFB6,CUST56396,AGENT466,banking,validation_errors,Customer Information,2026-08-29 13:08:55.169211,completed,11.6,False,,Identity Verification,passed,,20.0,0.15,Low,completed_step,2.21,False,0,none,,in_progress
SESSION-4EEAAFB6,CUST56396,AGENT466,banking,validation_errors,Identity Verification,2026-08-29 13:20:31.169211,completed,11.92,False,Customer Information,Document Verification,passed,,40.0,0.15,Low,provided_guidance,1.49,True,0,none,Review the current information and proceed to Document Verification.,in_progress
SESSION-4EEAAFB6,CUST56396,AGENT466,banking,validation_errors,Document Verification,2026-08-29 13:32:26.369211,completed,6.74,False,Identity Verification,Account Information,passed,,60.0,0.05,Low,entered_information,0.71,False,0,none,,in_progress
SESSION-4EEAAFB6,CUST56396,AGENT466,banking,validation_errors,Account Information,2026-08-29 13:39:10.769211,failed,6.61,False,Document Verification,Onboarding Confirmation,failed,Information could not be verified,80.0,0.3,Medium,reviewed_information,2.38,True,2,none,Review the current information and proceed to Onboarding Confirmation.,in_progress
SESSION-4EEAAFB6,CUST56396,AGENT466,banking,validation_errors,Onboarding Confirmation,2026-08-29 13:45:47.369211,completed,14.15,False,Account Information,,passed,,100.0,0.05,Low,provided_guidance,3.64,True,0,none,Review the completed information and complete Customer Onboarding.,completed
SESSION-4FD251CC,CUST10695,AGENT784,banking,normal_completion,Customer Information,2026-08-29 13:08:55.153909,completed,5.94,False,,Identity Verification,passed,,20.0,0.15,Low,completed_step,1.8,False,0,none,,in_progress
SESSION-4FD251CC,CUST10695,AGENT784,banking,normal_completion,Identity Verification,2026-08-29 13:14:51.553909,completed,9.45,False,Customer Information,Document Verification,passed,,40.0,0.15,Low,completed_step,2.57,False,0,none,,in_progress
SESSION-4FD251CC,CUST10695,AGENT784,banking,normal_completion,Document Verification,2026-08-29 13:24:18.553909,completed,1.27,False,Identity Verification,Account Information,passed,,60.0,0.05,Low,completed_step,2.7,False,0,none,,in_progress
SESSION-4FD251CC,CUST10695,AGENT784,banking,normal_completion,Account Information,2026-08-29 13:25:34.753909,completed,2.13,False,Document Verification,Onboarding Confirmation,passed,,80.0,0.05,Low,entered_information,1.58,False,0,none,,in_progress
SESSION-4FD251CC,CUST10695,AGENT784,banking,normal_completion,Onboarding Confirmation,2026-08-29 13:27:42.553909,completed,2.5,False,Account Information,,passed,,100.0,0.05,Low,entered_information,0.41,False,0,none,,completed
SESSION-5089ED6C,CUST52174,AGENT674,banking,normal_completion,Customer Information,2026-08-29 13:08:55.079728,completed,10.6,False,,Identity Verification,passed,,20.0,0.15,Low,reviewed_information,6.22,False,0,none,,in_progress
SESSION-5089ED6C,CUST52174,AGENT674,banking,normal_completion,Identity Verification,2026-08-29 13:19:31.079728,completed,1.71,False,Customer Information,Document Verification,passed,,40.0,0.15,Low,completed_step,0.7,False,0,none,,in_progress
SESSION-5089ED6C,CUST52174,AGENT674,banking,normal_completion,Document Verification,2026-08-29 13:21:13.679728,completed,9.71,False,Identity Verification,Account Information,passed,,60.0,0.05,Low,entered_information,0.33,False,0,none,,in_progress
SESSION-5089ED6C,CUST52174,AGENT674,banking,normal_completion,Account Information,2026-08-29 13:30:56.279728,completed,2.92,False,Document Verification,Onboarding Confirmation,passed,,80.0,0.05,Low,entered_information,2.49,False,0,none,,in_progress
SESSION-5089ED6C,CUST52174,AGENT674,banking,normal_completion,Onboarding Confirmation,2026-08-29 13:33:51.479728,completed,5.92,False,Account Information,,passed,,100.0,0.05,Low,completed_step,2.38,False,0,none,,completed
SESSION-50AFB03A,CUST79133,AGENT932,banking,incomplete_sessions,Customer Information,2026-08-29 13:08:55.127002,completed,3.07,False,,Identity Verification,passed,,20.0,0.15,Low,provided_guidance,4.54,True,0,none,Review the current information and proceed to Identity Verification.,in_progress
SESSION-50AFB03A,CUST79133,AGENT932,banking,incomplete_sessions,Document Verification,2026-08-29 13:23:32.927002,completed,7.41,False,Identity Verification,,passed,,60.0,0.05,Low,requested_missing_information,1.96,True,0,none,Review the completed information and complete Customer Onboarding.,in_progress
SESSION-51274D0D,CUST60934,AGENT201,banking,normal_completion,Customer Information,2026-08-29 13:08:55.097726,completed,6.12,False,,Identity Verification,passed,,20.0,0.15,Low,entered_information,2.56,False,0,none,,in_progress
SESSION-51274D0D,CUST60934,AGENT201,banking,normal_completion,Identity Verification,2026-08-29 13:15:02.297726,completed,9.24,False,Customer Information,Document Verification,passed,,40.0,0.15,Low,completed_step,0.94,False,0,none,,in_progress
SESSION-51274D0D,CUST60934,AGENT201,banking,normal_completion,Document Verification,2026-08-29 13:24:16.697726,completed,1.61,False,Identity Verification,Account Information,passed,,60.0,0.05,Low,completed_step,0.72,False,0,none,,in_progress
SESSION-51274D0D,CUST60934,AGENT201,banking,normal_completion,Account Information,2026-08-29 13:25:53.297726,completed,1.61,False,Document Verification,Onboarding Confirmation,passed,,80.0,0.05,Low,provided_guidance,0.72,True,0,none,Review the current information and proceed to Onboarding Confirmation.,in_progress
SESSION-51274D0D,CUST60934,AGENT201,banking,normal_completion,Onboarding Confirmation,2026-08-29 13:27:29.897726,completed,7.63,False,Account Information,,passed,,100.0,0.05,Low,provided_guidance,3.29,True,0,none,Review the completed information and complete Customer Onboarding.,completed
SESSION-5130517C,CUST74175,AGENT557,banking,normal_completion,Customer Information,2026-08-29 13:08:55.165722,completed,9.34,False,,Identity Verification,passed,,20.0,0.15,Low,entered_information,2.82,False,0,none,,in_progress
SESSION-5130517C,CUST74175,AGENT557,banking,normal_completion,Identity Verification,2026-08-29 13:18:15.565722,completed,2.54,False,Customer Information,Document Verification,passed,,40.0,0.15,Low,completed_step,0.34,False,0,none,,in_progress
SESSION-5130517C,CUST74175,AGENT557,banking,normal_completion,Document Verification,2026-08-29 13:20:47.965722,completed,6.88,False,Identity Verification,Account Information,passed,,60.0,0.05,Low,entered_information,0.74,False,0,none,,in_progress
SESSION-5130517C,CUST74175,AGENT557,banking,normal_completion,Account Information,2026-08-29 13:27:40.765722,completed,1.89,False,Document Verification,Onboarding Confirmation,passed,,80.0,0.05,Low,entered_information,0.3,False,0,none,,in_progress
SESSION-5130517C,CUST74175,AGENT557,banking,normal_completion,Onboarding Confirmation,2026-08-29 13:29:34.165722,completed,9.42,False,Account Information,,passed,,100.0,0.05,Low,entered_information,1.25,False,0,none,,completed
SESSION-513579B3,CUST19249,AGENT822,banking,normal_completion,Customer Information,2026-08-29 13:08:55.070021,completed,6.46,False,,Identity Verification,passed,,20.0,0.15,Low,completed_step,1.15,False,0,none,,in_progress
SESSION-513579B3,CUST19249,AGENT822,banking,normal_completion,Identity Verification,2026-08-29 13:15:22.670021,completed,10.69,False,Customer Information,Document Verification,passed,,40.0,0.15,Low,entered_information,0.84,False,0,none,,in_progress
SESSION-513579B3,CUST19249,AGENT822,banking,normal_completion,Document Verification,2026-08-29 13:26:04.070021,completed,1.92,False,Identity Verification,Account Information,passed,,60.0,0.05,Low,completed_step,1.99,False,0,none,,in_progress
SESSION-513579B3,CUST19249,AGENT822,banking,normal_completion,Account Information,2026-08-29 13:27:59.270021,completed,7.06,False,Document Verification,Onboarding Confirmation,passed,,80.0,0.05,Low,completed_step,1.45,False,0,none,,in_progress
SESSION-513579B3,CUST19249,AGENT822,banking,normal_completion,Onboarding Confirmation,2026-08-29 13:35:02.870021,completed,7.42,False,Account Information,,passed,,100.0,0.05,Low,completed_step,1.15,False,0,none,,completed
SESSION-516AA83A,CUST14667,AGENT833,banking,normal_completion,Customer Information,2026-08-29 13:08:55.107109,completed,9.53,False,,Identity Verification,passed,,20.0,0.15,Low,provided_guidance,2.59,True,0,none,Review the current information and proceed to Identity Verification.,in_progress
SESSION-516AA83A,CUST14667,AGENT833,banking,normal_completion,Identity Verification,2026-08-29 13:18:26.907109,completed,11.54,False,Customer Information,Document Verification,passed,,40.0,0.15,Low,entered_information,2.18,False,0,none,,in_progress
SESSION-516AA83A,CUST14667,AGENT833,banking,normal_completion,Document Verification,2026-08-29 13:29:59.307109,completed,10.58,False,Identity Verification,Account Information,passed,,60.0,0.05,Low,entered_information,0.86,False,0,none,,in_progress
SESSION-516AA83A,CUST14667,AGENT833,banking,normal_completion,Account Information,2026-08-29 13:40:34.107109,completed,1.9,False,Document Verification,Onboarding Confirmation,passed,,80.0,0.05,Low,reviewed_information,5.77,False,0,none,,in_progress
SESSION-516AA83A,CUST14667,AGENT833,banking,normal_completion,Onboarding Confirmation,2026-08-29 13:42:28.107109,completed,12.0,False,Account Information,,passed,,100.0,0.05,Low,entered_information,0.83,False,0,none,,completed
SESSION-51B039C3,CUST21939,AGENT174,banking,normal_completion,Customer Information,2026-08-29 13:08:55.167548,completed,1.82,False,,Identity Verification,passed,,20.0,0.15,Low,provided_guidance,4.04,True,0,none,Review the current information and proceed to Identity Verification.,in_progress
SESSION-51B039C3,CUST21939,AGENT174,banking,normal_completion,Identity Verification,2026-08-29 13:10:44.367548,completed,6.8,False,Customer Information,Document Verification,passed,,40.0,0.15,Low,entered_information,1.42,False,0,none,,in_progress
SESSION-51B039C3,CUST21939,AGENT174,banking,normal_completion,Document Verification,2026-08-29 13:17:32.367548,completed,9.53,False,Identity Verification,Account Information,passed,,60.0,0.05,Low,entered_information,0.71,False,0,none,,in_progress
SESSION-51B039C3,CUST21939,AGENT174,banking,normal_completion,Account Information,2026-08-29 13:27:04.167548,completed,10.6,False,Document Verification,Onboarding Confirmation,passed,,80.0,0.05,Low,entered_information,2.83,False,0,none,,in_progress
SESSION-51B039C3,CUST21939,AGENT174,banking,normal_completion,Onboarding Confirmation,2026-08-29 13:37:40.167548,completed,3.93,False,Account Information,,passed,,100.0,0.05,Low,entered_information,0.23,False,0,none,,completed
SESSION-51E69F49,CUST45341,AGENT770,telecom,incomplete_sessions,Service Selection,2026-08-29 13:17:02.422027,completed,11.88,False,Customer Information,Document Verification,passed,,40.0,0.15,Low,requested_missing_information,6.7,True,0,none,Review the current information and proceed to Document Verification.,in_progress
SESSION-51F7F842,CUST75891,AGENT493,banking,validation_errors,Customer Information,2026-08-29 13:08:55.121365,failed,15.0,False,,Identity Verification,failed,Required information missing,20.0,0.4,Medium,corrected_information,3.49,True,1,none,Review the current information and proceed to Identity Verification.,in_progress
SESSION-51F7F842,CUST75891,AGENT493,banking,validation_errors,Identity Verification,2026-08-29 13:23:55.121365,completed,14.47,False,Customer Information,Document Verification,passed,,40.0,0.15,Low,completed_step,2.85,False,0,none,,in_progress
SESSION-51F7F842,CUST75891,AGENT493,banking,validation_errors,Document Verification,2026-08-29 13:38:23.321365,completed,15.23,False,Identity Verification,Account Information,passed,,60.0,0.2,Low,completed_step,1.61,False,0,none,,in_progress
SESSION-51F7F842,CUST75891,AGENT493,banking,validation_errors,Account Information,2026-08-29 13:53:37.121365,completed,14.0,False,Document Verification,Onboarding Confirmation,passed,,80.0,0.05,Low,completed_step,0.54,False,0,none,,in_progress
SESSION-51F7F842,CUST75891,AGENT493,banking,validation_errors,Onboarding Confirmation,2026-08-29 14:07:37.121365,completed,15.31,False,Account Information,,passed,,100.0,0.2,Low,entered_information,2.86,False,0,none,,completed
SESSION-521A4829,CUST44720,AGENT698,telecom,normal_completion,Customer Information,2026-08-29 13:08:55.273346,completed,6.44,False,,Service Selection,passed,,20.0,0.15,Low,entered_information,1.48,False,0,none,,in_progress
SESSION-521A4829,CUST44720,AGENT698,telecom,normal_completion,Service Selection,2026-08-29 13:15:21.673346,completed,7.82,False,Customer Information,Document Verification,passed,,40.0,0.15,Low,completed_step,0.78,False,0,none,,in_progress
SESSION-521A4829,CUST44720,AGENT698,telecom,normal_completion,Document Verification,2026-08-29 13:23:10.873346,completed,10.09,False,Service Selection,Installation,passed,,60.0,0.05,Low,completed_step,1.09,False,0,none,,in_progress
SESSION-521A4829,CUST44720,AGENT698,telecom,normal_completion,Installation,2026-08-29 13:33:16.273346,completed,3.85,False,Document Verification,Activation,passed,,80.0,0.05,Low,entered_information,2.65,False,0,none,,in_progress
SESSION-521A4829,CUST44720,AGENT698,telecom,normal_completion,Activation,2026-08-29 13:37:07.273346,completed,1.71,False,Installation,,passed,,100.0,0.05,Low,provided_guidance,1.42,True,0,none,Review the completed information and complete Customer Onboarding.,completed
SESSION-52233883,CUST45339,AGENT439,telecom,revisited_fields,Customer Information,2026-08-29 13:08:55.269485,completed,16.84,False,,Service Selection,passed,,20.0,0.3,Medium,completed_step,0.5,False,0,none,,in_progress
SESSION-52233883,CUST45339,AGENT439,telecom,revisited_fields,Service Selection,2026-08-29 13:25:45.669485,completed,14.3,False,Customer Information,Customer Information,passed,,40.0,0.15,Low,completed_step,2.07,False,0,none,,in_progress
SESSION-52233883,CUST45339,AGENT439,telecom,revisited_fields,Customer Information,2026-08-29 13:40:03.669485,completed,4.46,True,Service Selection,Document Verification,passed,,40.0,0.25,Low,revisited_information,1.22,True,0,none,Review the current information and proceed to Document Verification.,in_progress
SESSION-52233883,CUST45339,AGENT439,telecom,revisited_fields,Document Verification,2026-08-29 13:44:31.269485,completed,10.31,False,Customer Information,Service Selection,passed,,60.0,0.15,Low,completed_step,0.27,False,0,none,,in_progress
SESSION-52233883,CUST45339,AGENT439,telecom,revisited_fields,Service Selection,2026-08-29 13:54:49.869485,completed,8.12,True,Document Verification,Installation,passed,,60.0,0.25,Low,reviewed_information,7.71,True,0,none,Review the current information and proceed to Installation.,in_progress
SESSION-52233883,CUST45339,AGENT439,telecom,revisited_fields,Installation,2026-08-29 14:02:57.069485,completed,9.03,False,Service Selection,Activation,passed,,80.0,0.25,Low,completed_step,2.15,False,0,none,,in_progress
SESSION-52233883,CUST45339,AGENT439,telecom,revisited_fields,Activation,2026-08-29 14:11:58.869485,completed,11.92,False,Installation,,passed,,100.0,0.25,Low,completed_step,1.59,False,0,none,,completed
SESSION-522B98E3,CUST94559,AGENT399,banking,validation_errors,Customer Information,2026-08-29 13:08:55.166501,completed,14.02,False,,Identity Verification,passed,,20.0,0.15,Low,completed_step,2.6,False,0,none,,in_progress
SESSION-522B98E3,CUST94559,AGENT399,banking,validation_errors,Identity Verification,2026-08-29 13:22:56.366501,completed,14.87,False,Customer Information,Document Verification,passed,,40.0,0.15,Low,completed_step,2.07,False,0,none,,in_progress
SESSION-522B98E3,CUST94559,AGENT399,banking,validation_errors,Document Verification,2026-08-29 13:37:48.566501,completed,6.71,False,Identity Verification,Account Information,passed,,60.0,0.05,Low,completed_step,0.66,False,0,none,,in_progress
SESSION-522B98E3,CUST94559,AGENT399,banking,validation_errors,Account Information,2026-08-29 13:44:31.166501,failed,12.83,False,Document Verification,Onboarding Confirmation,failed,Invalid information entered,80.0,0.3,Medium,requested_missing_information,1.44,True,2,required,Review the current information and proceed to Onboarding Confirmation.,in_progress
SESSION-522B98E3,CUST94559,AGENT399,banking,validation_errors,Onboarding Confirmation,2026-08-29 13:57:20.966501,completed,18.4,False,Account Information,,passed,,100.0,0.2,Low,entered_information,0.29,False,0,none,,completed
SESSION-5242B40A,CUST97993,AGENT344,banking,normal_completion,Customer Information,2026-08-29 13:08:55.100970,completed,5.15,False,,Identity Verification,passed,,20.0,0.15,Low,entered_information,0.38,False,0,none,,in_progress
SESSION-5242B40A,CUST97993,AGENT344,banking,normal_completion,Identity Verification,2026-08-29 13:14:04.100970,completed,11.84,False,Customer Information,Document Verification,passed,,40.0,0.15,Low,entered_information,2.86,False,0,none,,in_progress
SESSION-5242B40A,CUST97993,AGENT344,banking,normal_completion,Document Verification,2026-08-29 13:25:54.500970,completed,7.77,False,Identity Verification,Account Information,passed,,60.0,0.05,Low,entered_information,1.18,False,0,none,,in_progress
SESSION-5242B40A,CUST97993,AGENT344,banking,normal_completion,Account Information,2026-08-29 13:33:40.700970,completed,7.05,False,Document Verification,Onboarding Confirmation,passed,,80.0,0.05,Low,completed_step,0.47,False,0,none,,in_progress
SESSION-5242B40A,CUST97993,AGENT344,banking,normal_completion,Onboarding Confirmation,2026-08-29 13:40:43.700970,completed,7.36,False,Account Information,,passed,,100.0,0.05,Low,entered_information,1.09,False,0,none,,completed
SESSION-524F4F94,CUST23419,AGENT335,banking,normal_completion,Customer Information,2026-08-29 13:08:55.086068,completed,10.57,False,,Identity Verification,passed,,20.0,0.15,Low,entered_information,2.3,False,0,none,,in_progress
SESSION-524F4F94,CUST23419,AGENT335,banking,normal_completion,Identity Verification,2026-08-29 13:19:29.286068,completed,7.53,False,Customer Information,Document Verification,passed,,40.0,0.15,Low,reviewed_information,6.0,False,0,none,,in_progress
SESSION-524F4F94,CUST23419,AGENT335,banking,normal_completion,Document Verification,2026-08-29 13:27:01.086068,completed,8.43,False,Identity Verification,Account Information,passed,,60.0,0.05,Low,completed_step,1.62,False,0,none,,in_progress
SESSION-524F4F94,CUST23419,AGENT335,banking,normal_completion,Account Information,2026-08-29 13:35:26.886068,completed,7.5,False,Document Verification,Onboarding Confirmation,passed,,80.0,0.05,Low,entered_information,0.85,False,0,none,,in_progress
SESSION-524F4F94,CUST23419,AGENT335,banking,normal_completion,Onboarding Confirmation,2026-08-29 13:42:56.886068,completed,2.1,False,Account Information,,passed,,100.0,0.05,Low,completed_step,0.76,False,0,none,,completed
SESSION-5270E713,CUST45868,AGENT739,telecom,normal_completion,Customer Information,2026-08-29 13:08:55.337878,completed,7.75,False,,Service Selection,passed,,20.0,0.15,Low,provided_guidance,4.43,True,0,none,Review the current information and proceed to Service Selection.,in_progress
SESSION-5270E713,CUST45868,AGENT739,telecom,normal_completion,Service Selection,2026-08-29 13:16:40.337878,completed,5.44,False,Customer Information,Document Verification,passed,,40.0,0.15,Low,reviewed_information,3.39,False,0,none,,in_progress
SESSION-5270E713,CUST45868,AGENT739,telecom,normal_completion,Document Verification,2026-08-29 13:22:06.737878,completed,1.65,False,Service Selection,Installation,passed,,60.0,0.05,Low,completed_step,1.88,False,0,none,,in_progress
SESSION-5270E713,CUST45868,AGENT739,telecom,normal_completion,Installation,2026-08-29 13:23:45.737878,completed,7.33,False,Document Verification,Activation,passed,,80.0,0.05,Low,completed_step,0.4,False,0,none,,in_progress
SESSION-5270E713,CUST45868,AGENT739,telecom,normal_completion,Activation,2026-08-29 13:31:05.537878,completed,11.21,False,Installation,,passed,,100.0,0.05,Low,completed_step,0.82,False,0,none,,completed
SESSION-52839370,CUST85357,AGENT311,banking,validation_errors,Customer Information,2026-08-29 13:08:55.153693,completed,12.13,False,,Identity Verification,passed,,20.0,0.15,Low,completed_step,1.3,False,0,none,,in_progress
SESSION-52839370,CUST85357,AGENT311,banking,validation_errors,Identity Verification,2026-08-29 13:21:02.953693,completed,15.25,False,Customer Information,Document Verification,passed,,40.0,0.3,Medium,completed_step,1.0,False,0,none,,in_progress
SESSION-52839370,CUST85357,AGENT311,banking,validation_errors,Document Verification,2026-08-29 13:36:17.953693,failed,10.08,False,Identity Verification,Account Information,failed,Information could not be verified,60.0,0.3,Medium,requested_missing_information,7.06,True,2,none,Review the current information and proceed to Account Information.,in_progress
SESSION-52839370,CUST85357,AGENT311,banking,validation_errors,Account Information,2026-08-29 13:46:22.753693,completed,7.53,False,Document Verification,Onboarding Confirmation,passed,,80.0,0.05,Low,entered_information,0.7,False,0,none,,in_progress
SESSION-52839370,CUST85357,AGENT311,banking,validation_errors,Onboarding Confirmation,2026-08-29 13:53:54.553693,completed,14.45,False,Account Information,,passed,,100.0,0.05,Low,entered_information,2.52,False,0,none,,completed
SESSION-52B0B407,CUST84033,AGENT920,banking,validation_errors,Customer Information,2026-08-29 13:08:55.100131,failed,15.13,False,,Identity Verification,failed,Information could not be verified,20.0,0.55,Medium,corrected_information,6.52,True,2,none,Review the current information and proceed to Identity Verification.,in_progress
SESSION-52B0B407,CUST84033,AGENT920,banking,validation_errors,Identity Verification,2026-08-29 13:24:02.900131,completed,9.83,False,Customer Information,Document Verification,passed,,40.0,0.15,Low,entered_information,1.93,False,0,none,,in_progress
SESSION-52B0B407,CUST84033,AGENT920,banking,validation_errors,Document Verification,2026-08-29 13:33:52.700131,completed,16.23,False,Identity Verification,Account Information,passed,,60.0,0.2,Low,provided_guidance,3.93,True,0,none,Review the current information and proceed to Account Information.,in_progress
SESSION-52B0B407,CUST84033,AGENT920,banking,validation_errors,Account Information,2026-08-29 13:50:06.500131,completed,16.86,False,Document Verification,Onboarding Confirmation,passed,,80.0,0.2,Low,provided_guidance,1.08,True,0,none,Review the current information and proceed to Onboarding Confirmation.,in_progress
SESSION-52B0B407,CUST84033,AGENT920,banking,validation_errors,Onboarding Confirmation,2026-08-29 14:06:58.100131,completed,14.65,False,Account Information,,passed,,100.0,0.05,Low,provided_guidance,4.39,True,0,none,Review the completed information and complete Customer Onboarding.,completed
